,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
1233,ThayT,BR,16,81.3%,5.1,2.0,2.3,9.6,5.4,334,67.1%,10.4,255,1.67,0.5,0.38,0.39,-148,4,38,31.3%,18.8%,0,2
1234,Thayger,ES,31,54.8%,3.3,2.9,3.6,9.1,5.9,348,69.6%,12.4,307,1.58,0.3,0.45,0.26,-126,2,18,25.8%,3.2%,0,3
1235,TheDiff,,5,0%,1.3,2.8,5.0,3.8,5.6,334,74.1%,19.4,348,0.9,0.13,0.23,0.13,-909,-14,-997,0%,20%,0,3
1236,Theniz,TR,23,47.8%,3.5,5.1,3.1,6.0,8.6,431,68.2%,26.5,625,0.75,0.25,0.2,0.04,-51,-7,-134,30.4%,4.3%,0,2
1237,Theoloris,FR,18,27.8%,1.6,1.8,3.0,3.1,7.8,359,50.7%,20.0,393,0.72,0.33,0.11,0.03,-809,-15,-451,16.7%,16.7%,0,4
1238,Theoo,TR,6,0%,1.1,1.8,3.5,2.2,8.3,360,52.2%,27.3,507,1.03,0.4,0.12,0.15,-395,-6,-458,0%,0%,0,1
1239,Thesnake,CN,31,32.3%,3.0,3.0,2.8,5.4,7.8,393,73.3%,25.2,555,-,-,-,-,-,-,-,-,-,-,-
1240,Thien,AU,27,66.7%,3.0,2.7,2.9,6.1,7.3,384,49.8%,20.8,588,1.08,0.34,0.21,0.18,-145,-7,-266,25.9%,11.1%,0,7
1241,Thomas,HR,32,62.5%,4.3,1.1,3.0,11.7,2.1,273,75.1%,10.8,298,3.01,1.39,0.38,0.19,208,11,-1,21.9%,6.3%,0,-
1242,Thominhas,BR,7,28.6%,1.8,1.4,4.4,6.7,1.1,261,71.1%,8.6,197,3.4,1.87,0.4,0.53,-152,-4,-365,42.9%,42.9%,0,-
1243,Tian,CN,57,73.7%,5.7,2.8,1.9,8.0,6.4,369,68.4%,13.1,343,-,-,-,-,-,-,-,-,-,-,-
1244,Tianzhen,CN,18,61.1%,2.9,1.7,3.3,8.1,5.6,324,71.9%,11.1,255,-,-,-,-,-,-,-,-,-,-,-
1245,Tide,TW,42,54.8%,3.3,4.3,3.2,6.1,6.8,405,64.4%,23.5,681,1.58,0.67,0.39,0.16,-47,-13,-258,16.7%,14.3%,0,5
1246,Tiger1,DE,8,0%,2.1,0.9,4.0,7.6,1.1,230,67.3%,7.1,162,2.92,1.37,0.43,0.27,-577,-13,-112,12.5%,25%,0,1
1247,Time,PT,10,50%,3.2,2.3,3.5,8.8,6.0,345,73%,17.1,414,1.22,0.26,0.27,0.21,-98,0,69,50%,30%,0,2
1248,Timeofte,,2,50%,8.0,0.0,1.0,8.0,1.4,304,61.9%,6.1,229,3.01,1.68,0.56,0.28,-100,2,377,0%,0%,0,-
1249,Tinowns,BR,25,72%,9.9,4.4,1.2,7.5,8.7,420,73%,29.4,725,1.33,0.47,0.32,0.24,134,2,205,8%,8%,0,6
1250,Titan,BR,35,60%,3.8,5.6,2.9,5.3,9.7,460,70.5%,28.9,710,1.45,0.54,0.39,0.22,313,5,14,25.7%,2.9%,0,3
1251,Toasty,US,32,50%,3.3,4.0,3.0,5.9,8.4,407,70.4%,29.8,688,0.77,0.35,0.13,0.11,-191,-8,-60,28.1%,21.9%,0,11
1252,Tochas,PT,20,40%,2.1,0.8,4.7,9.3,1.0,241,69.5%,7.0,155,2.98,1.36,0.42,0.36,-319,-10,-242,20%,10%,0,1
1253,Tockimo,DE,23,56.5%,3.4,1.0,3.3,10.2,1.7,271,64.4%,7.4,176,3.06,1.51,0.39,0.25,-115,10,-63,21.7%,8.7%,0,3
1254,TolanD,KR,23,60.9%,3.6,3.6,2.7,6.2,9.1,427,63.7%,27.6,652,1.06,0.31,0.25,0.14,236,7,133,26.1%,0%,0,7
1255,Tomasino,PT,16,25%,2.1,3.6,3.9,4.5,7.8,405,57.5%,25.0,575,1.01,0.36,0.15,0.13,387,3,-47,25%,0%,0,11
1256,Tomo,US,18,38.9%,3.5,4.0,2.2,3.8,9.2,416,67.2%,29.3,683,1.19,0.43,0.35,0.11,336,15,97,33.3%,5.6%,1,-
1257,Tomrio,VN,10,60%,5.4,3.1,2.3,9.3,6.0,362,70.9%,15.6,440,1.76,0.54,0.4,0.33,33,5,235,10%,10%,0,2
1258,Tonerre,FR,10,40%,4.1,2.8,2.1,5.8,9.0,417,58.5%,23.8,521,1.07,0.39,0.17,0.16,116,5,126,10%,0%,0,1
1259,Toppy,AU,2,0%,0.8,0.5,4.0,2.5,1.0,225,44%,6.8,116,2.17,1.03,0.22,0.18,-558,2,-365,0%,0%,0,-
1260,Torak,ES,14,42.9%,3.1,3.1,3.0,6.1,8.4,406,71.4%,24.8,580,1.13,0.45,0.22,0.2,41,0,70,7.1%,14.3%,0,6
1261,Tore,NO,18,33.3%,3.0,0.9,3.4,9.4,2.3,267,78.3%,11.6,267,3.41,1.61,0.5,0.23,380,16,399,27.8%,11.1%,0,1
1262,Toucouille,FR,11,72.7%,5.3,4.5,2.1,6.5,8.6,429,66%,28.9,698,0.9,0.39,0.13,0.12,478,12,345,27.3%,9.1%,0,2
1263,Toye,KR,42,16.7%,1.7,1.2,4.0,5.6,5.2,305,65.1%,12.4,280,1.49,0.33,0.39,0.27,-382,-2,-251,31%,11.9%,0,3
1264,Tracyn,PL,25,60%,3.9,4.0,2.3,5.2,9.3,441,57.3%,27.5,706,0.93,0.25,0.18,0.11,466,14,351,8%,8%,0,16
1265,Traffy,PL,13,38.5%,2.6,0.9,3.8,8.8,1.5,257,77.1%,10.5,234,3.06,1.38,0.49,0.18,15,7,132,38.5%,0%,0,-
1266,Trigo,BR,24,37.5%,2.7,3.7,3.3,5.0,8.0,403,62.5%,22.4,522,1.87,0.65,0.49,0.21,-393,-18,-417,20.8%,0%,0,2
1267,Trymbi,PL,17,52.9%,3.4,0.8,3.0,9.5,1.0,245,80.1%,8.4,178,3.45,1.72,0.44,0.27,-25,-10,-187,29.4%,17.6%,0,2
1268,Tsiperakos,GR,25,56%,4.7,4.5,2.4,6.7,8.5,417,76.9%,31.3,775,1.18,0.43,0.18,0.12,117,-2,43,24%,4%,0,5
1269,Tumay,TR,12,0%,1.0,1.3,4.7,3.6,4.9,285,66.8%,15.2,279,1.19,0.39,0.25,0.29,-664,-8,-271,33.3%,8.3%,0,1
1270,Tundra,RS,7,42.9%,4.9,0.9,2.6,11.9,1.1,248,72.7%,10.1,220,3.02,1.44,0.31,0.39,-188,-9,188,14.3%,0%,0,-
1271,Tutsz,BR,18,22.2%,2.9,2.3,2.7,5.5,8.6,388,64.8%,27.1,558,1.11,0.39,0.24,0.24,-27,5,35,22.2%,0%,0,3
1272,Twelve,FR,21,42.9%,2.6,2.7,3.0,5.1,7.9,391,45.7%,21.2,489,0.84,0.32,0.18,0.07,-224,-7,-261,19%,0%,0,6
1273,Twiizt,SE,22,45.5%,2.9,1.3,3.1,7.8,1.4,254,67.6%,10.0,224,3.37,1.66,0.44,0.28,-84,-8,-143,27.3%,9.1%,0,1
1274,TynX,DK,18,33.3%,3.1,2.6,3.4,8.0,5.8,334,80.2%,15.6,362,1.44,0.29,0.35,0.22,-231,1,-169,22.2%,5.6%,0,2
1275,Typhoon,TR,14,28.6%,3.1,2.9,3.1,6.9,5.6,326,76%,14.1,302,1.44,0.32,0.34,0.25,86,3,-78,7.1%,7.1%,0,-
1276,Tyrin,BR,16,81.3%,4.4,4.1,2.3,5.8,8.6,434,59.3%,25.8,604,1.06,0.37,0.19,0.19,191,9,475,0%,18.8%,0,17
1277,Tyrone,IT,14,21.4%,3.6,2.7,2.1,5.1,8.3,390,64.6%,22.2,504,0.84,0.31,0.24,0.02,-132,-2,-222,21.4%,7.1%,0,-
1278,UFO,PL,8,0%,1.3,0.4,3.8,4.5,1.1,220,54.6%,8.2,146,2.85,1.57,0.3,0.33,-436,4,-432,0%,12.5%,0,-
1279,Ucal,KR,40,42.5%,4.9,3.8,2.0,5.7,8.9,414,73%,26.9,598,-,-,-,-,-,-,-,-,-,-,-
1280,Uciu,PL,3,0%,1.7,3.0,3.3,2.7,4.9,312,74.3%,14.7,298,1.3,0.35,0.23,0.37,-213,-8,-47,33.3%,0%,0,-
1281,UmTi,KR,33,63.6%,3.8,2.3,2.8,8.6,5.6,338,70.8%,13.1,342,1.65,0.46,0.4,0.35,-69,-5,-156,42.4%,9.1%,1,2
1282,Umut,TR,23,56.5%,4.8,3.1,2.1,6.8,8.6,397,61.8%,23.3,517,1.16,0.45,0.21,0.12,-153,-2,-61,30.4%,4.3%,0,5
1283,UniqueCORN,AT,6,50%,3.1,4.7,3.5,6.3,8.8,417,60.3%,25.1,704,1.02,0.36,0.2,0.1,-209,2,-318,16.7%,0%,0,4
1284,Upset,DE,18,22.2%,5.6,2.9,1.4,4.8,9.1,415,69.6%,25.2,539,1.26,0.53,0.31,0.12,-79,3,33,33.3%,0%,0,1
1285,Vahvel,BR,11,36.4%,3.3,0.8,3.4,10.4,0.9,250,77.5%,7.8,170,2.91,1.54,0.31,0.46,-271,-21,-371,18.2%,0%,0,1
1286,Valehir,ES,1,0%,1.0,0.0,4.0,4.0,6.6,298,66.7%,21.0,458,0.6,0.36,0.08,0.12,-859,-17,-97,0%,0%,0,-
1287,Vampire,CN,40,27.5%,2.0,0.6,4.3,7.8,1.8,250,75.9%,7.3,159,-,-,-,-,-,-,-,-,-,-,-
1288,Varin,TR,2,100%,7.4,2.5,2.5,16.0,1.0,279,60.7%,8.4,286,2.88,1.46,0.35,0.41,570,-10,159,0%,0%,0,-
1289,Vasco,PL,22,68.2%,4.6,3.1,2.5,8.1,8.6,406,74.3%,24.1,613,1.14,0.37,0.23,0.1,-16,10,53,13.6%,18.2%,0,5
1290,Vaunted,DE,14,0%,1.2,0.4,6.3,6.9,0.9,236,74.6%,8.9,186,2.86,1.58,0.27,0.3,-608,-2,-437,21.4%,21.4%,0,2
1291,Vaynedeta,GR,32,65.6%,5.3,6.5,2.4,6.3,8.9,467,71.3%,30.0,785,1.05,0.34,0.33,0.08,516,8,151,21.9%,6.3%,1,6
1292,Veignorem,FR,18,16.7%,2.2,0.4,3.1,6.3,1.4,235,74.3%,7.6,172,3.65,2.02,0.51,0.5,-108,6,14,33.3%,22.2%,0,1
1293,Velja,RS,6,16.7%,1.6,1.0,3.8,5.2,6.3,325,66.5%,15.5,315,1.63,0.42,0.46,0.24,-566,10,153,16.7%,16.7%,0,-
1294,Velocity,DE,6,16.7%,1.4,0.5,3.7,4.7,1.4,238,78.4%,11.5,220,3.32,1.82,0.46,0.37,-152,0,-291,16.7%,16.7%,0,-
1295,Venour,DE,27,63%,3.4,3.2,2.6,5.5,7.6,383,46.4%,19.7,516,0.77,0.27,0.16,0.06,-221,-4,-194,11.1%,7.4%,0,7
1296,Vergil,TR,10,50%,3.0,3.5,2.5,4.0,7.9,396,49.3%,23.0,517,0.81,0.38,0.07,0.1,328,8,-19,20%,20%,0,7
1297,Vertigo,AT,35,65.7%,3.5,2.9,2.3,5.2,8.5,412,52%,20.7,536,0.9,0.37,0.12,0.15,41,-0,106,11.4%,5.7%,0,16
1298,Vespa,FR,21,42.9%,2.6,5.2,4.1,5.7,8.7,438,66.9%,27.9,651,0.95,0.35,0.23,0.07,-499,-3,-252,33.3%,9.5%,0,2
1299,Vetheo,FR,36,50%,3.4,4.3,2.9,5.8,9.1,431,64.1%,23.9,595,1.42,0.5,0.34,0.18,104,3,55,27.8%,11.1%,0,7
1300,Vicla,KR,49,32.7%,3.8,3.1,2.3,5.5,8.6,387,70.8%,28.3,599,-,-,-,-,-,-,-,-,-,-,-
1301,Vigil,IT,19,63.2%,4.7,5.8,2.8,7.4,8.3,427,70.6%,35.1,865,0.96,0.37,0.19,0.13,348,2,414,26.3%,5.3%,0,9
1302,Vikes,DE,21,33.3%,1.5,2.5,4.4,4.0,8.2,403,49.9%,24.8,575,0.7,0.34,0.08,0.04,112,1,54,19%,4.8%,0,15
1303,Viking,SE,12,33.3%,2.3,1.5,3.7,6.9,5.1,307,71.5%,13.1,271,1.06,0.29,0.21,0.19,-371,-12,-398,41.7%,8.3%,0,-
1304,Vinay,CN,4,25%,2.3,0.5,5.3,11.8,2.2,244,69.1%,5.7,159,-,-,-,-,-,-,-,-,-,-,-
1305,Vinchi,PT,12,25%,2.6,2.0,3.4,6.8,5.4,312,68.6%,13.7,303,0.93,0.2,0.18,0.17,-600,-12,-338,25%,16.7%,0,1
1306,Vinicete,BR,12,58.3%,2.6,0.6,4.3,10.6,4.4,294,76.6%,10.8,238,1.25,0.31,0.29,0.3,-423,-11,-394,25%,25%,0,-
1307,Vinicin,BR,1,0%,3.0,3.0,3.0,6.0,6.2,333,52.9%,28.3,560,1.3,0.54,0.16,0.35,-397,-8,-439,0%,0%,0,1
1308,Violet,HK,25,72%,5.4,5.2,2.2,7.0,8.4,448,72.2%,28.4,754,1.12,0.4,0.25,0.08,626,17,263,12%,12%,1,2
1309,Violetta,TR,5,20%,2.1,2.2,4.4,7.2,6.8,376,58.6%,23.0,675,1.33,0.49,0.27,0.12,-659,-8,-564,0%,0%,0,2
1310,Viper,KR,55,69.1%,6.9,4.9,1.6,6.3,9.2,443,73.2%,30.3,719,1.95,0.71,0.54,0.18,249,3,22,21.8%,9.1%,0,3
1311,Virtue,,2,0%,1.2,2.5,4.5,3.0,4.4,295,66.7%,29.2,561,1.41,0.67,0.08,0.23,35,-16,229,50%,50%,0,-
1312,VirusFx,MX,35,34.3%,2.7,3.3,2.8,4.3,8.6,405,64.4%,23.2,500,1.33,0.52,0.32,0.2,-15,6,-16,28.6%,2.9%,0,2
1313,Visdom,DK,28,67.9%,6.0,1.5,1.9,9.9,2.0,294,65.3%,9.3,244,2.78,1.35,0.3,0.23,501,17,569,46.4%,3.6%,0,3
1314,Vital,KR,58,56.9%,4.0,4.9,2.4,4.8,9.8,461,70.8%,31.7,744,1.57,0.54,0.5,0.11,102,1,29,27.6%,6.9%,3,8
1315,Vixia,TR,18,38.9%,2.2,1.4,4.2,8.0,1.8,269,62.4%,13.6,307,2.5,1.17,0.35,0.23,-179,-8,-269,11.1%,16.7%,0,-
1316,Vizicsacsi,HU,18,27.8%,2.0,2.3,3.6,5.0,7.6,374,55.2%,26.0,574,1.25,0.52,0.19,0.22,-134,-2,-107,27.8%,11.1%,0,5
1317,Vladi,GR,29,65.5%,4.7,3.7,2.2,6.6,9.1,429,70.1%,27.3,628,1.25,0.5,0.24,0.24,-37,-1,0,17.2%,13.8%,0,7
1318,Vortum,PT,23,73.9%,3.9,3.4,2.4,6.1,7.3,406,48%,19.4,539,0.84,0.32,0.12,0.09,-8,-5,-111,13%,8.7%,0,12
1319,Vsta,KR,47,70.2%,5.1,1.1,2.4,11.1,2.3,291,74.2%,10.0,274,2.99,1.55,0.41,0.4,223,9,260,31.9%,8.5%,0,2
1320,Vulcan,CA,23,47.8%,3.9,0.8,2.3,8.1,2.1,264,73.9%,8.7,196,2.84,1.59,0.25,0.41,70,2,134,26.1%,4.3%,0,2
1321,Vzz,BG,26,76.9%,5.5,6.6,2.5,6.9,8.9,478,69.3%,25.6,703,1.18,0.4,0.29,0.12,744,16,360,50%,0%,1,4
1322,W1ND,DK,29,58.6%,2.8,3.6,3.4,6.0,7.3,388,57.8%,22.5,541,0.63,0.25,0.13,0,69,-1,-21,20.7%,13.8%,0,17
1323,WCD,DE,21,33.3%,3.8,3.2,2.2,5.0,8.7,409,64.5%,26.8,607,0.94,0.36,0.15,0.11,62,0,44,23.8%,14.3%,0,4
1324,WachonBB,ES,14,50%,4.0,1.6,3.1,10.8,1.2,258,75.4%,8.1,203,3.47,1.78,0.38,0.57,278,2,64,42.9%,0%,0,-
1325,Wako,TW,11,36.4%,2.5,2.8,3.2,5.3,9.0,407,63.7%,29.2,635,1.47,0.57,0.42,0.19,-6,10,124,18.2%,0%,0,-
1326,Wallz,,1,0%,0.6,1.0,8.0,4.0,2.6,223,25%,5.1,147,0.41,0.13,0.09,0,-366,33,135,0%,0%,0,-
1327,Warszi,PL,22,50%,5.0,4.6,2.1,5.9,8.8,424,66.9%,28.0,647,1.03,0.33,0.22,0.14,68,-6,-287,18.2%,0%,0,8
1328,Washidai,JP,20,35%,2.2,1.5,2.5,4.0,7.6,352,48.8%,22.3,463,0.98,0.42,0.13,0.22,-328,-11,-61,20%,15%,0,3
1329,Water,BE,14,21.4%,2.2,3.4,3.6,4.6,8.0,382,72.6%,21.9,452,0.9,0.32,0.21,0.14,-774,-12,-461,7.1%,21.4%,0,1
1330,Way,KR,62,64.5%,6.1,1.2,2.0,11.3,1.8,277,76.6%,8.7,230,3.13,1.55,0.47,0.42,239,5,226,32.3%,9.7%,0,-
1331,Wayward,CN,50,52%,2.7,3.0,2.7,4.3,8.4,405,62.4%,23.0,555,-,-,-,-,-,-,-,-,-,-,-
1332,Wednesday,CN,3,0%,0.3,0.3,5.0,1.0,1.4,212,32.5%,8.0,107,-,-,-,-,-,-,-,-,-,-,-
1333,Wei,CN,43,37.2%,2.5,2.0,3.1,5.8,5.5,322,70%,13.0,272,-,-,-,-,-,-,-,-,-,-,-
1334,WeiWei,CN,50,52%,3.6,2.0,2.4,6.6,6.0,336,66.4%,13.7,308,-,-,-,-,-,-,-,-,-,-,-
1335,Welcom,CZ,18,50%,3.5,3.1,2.5,5.7,8.1,399,60.6%,27.8,612,1.16,0.46,0.17,0.12,496,12,59,11.1%,5.6%,0,5
1336,Wen,TW,6,33.3%,1.5,1.8,3.5,3.5,7.3,363,60.2%,19.5,455,-,-,-,-,-,-,-,-,-,-,-
1337,Westlander,SE,18,16.7%,1.1,1.7,3.8,2.6,8.2,369,45.7%,23.9,462,1.01,0.39,0.16,0.14,2,9,80,16.7%,11.1%,0,6
1338,Whip,FR,2,50%,2.7,0.5,3.5,9.0,6.4,342,59.8%,17.4,359,0.56,0.29,0.03,0.05,-305,-6,72,50%,0%,0,-
1339,Whistle,KR,14,28.6%,2.4,3.1,3.6,5.6,8.9,415,64.7%,28.3,621,1.21,0.38,0.32,0.13,308,6,261,14.3%,35.7%,0,5
1340,White,FR,35,57.1%,3.7,1.7,3.0,9.7,5.0,313,70.2%,11.5,270,1.47,0.37,0.35,0.32,-136,-3,-166,40%,14.3%,0,1
1341,Whiteknight,FI,17,23.5%,2.7,3.1,3.1,5.2,7.3,369,55.7%,22.7,540,1.14,0.45,0.15,0.17,38,-1,122,17.6%,5.9%,0,4
1342,Whitelotus,AR,9,22.2%,1.3,1.7,2.6,1.7,9.3,389,41.2%,24.5,434,1.62,0.65,0.39,0.17,-89,-5,-243,11.1%,0%,0,-
1343,Whynot,NZ,25,72%,3.5,3.8,3.3,7.8,5.8,367,68.1%,16.5,440,1.45,0.37,0.27,0.25,206,1,25,28%,12%,0,6
1344,WildTurtle,CA,2,0%,1.5,3.5,3.0,1.0,8.8,410,67.5%,30.1,643,2.1,0.82,0.48,0.03,822,45,1080,0%,0%,0,1
1345,Wildenbruch,DE,27,63%,2.7,1.6,4.5,10.5,1.1,270,68.2%,10.5,263,2.9,1.4,0.29,0.35,4,-4,-70,22.2%,14.8%,0,1
1346,Will,US,22,18.2%,2.2,3.4,3.7,5.0,5.7,340,68.1%,16.9,378,1.18,0.35,0.2,0.26,-55,-8,-183,27.3%,4.5%,0,4
1347,Willer,KR,43,37.2%,3.4,2.4,2.4,5.8,6.1,337,70.4%,15.0,320,1.9,0.56,0.51,0.43,162,5,145,37.2%,2.3%,0,5
1348,Wind,KR,1,0%,0.8,0.0,5.0,4.0,1.2,204,100%,8.3,147,-,-,-,-,-,-,-,-,-,-,-
1349,Wink,CN,48,50%,3.5,0.9,2.8,8.6,1.8,266,79.9%,9.8,224,-,-,-,-,-,-,-,-,-,-,-
1350,Wixxi,US,29,48.3%,4.1,5.1,2.3,4.5,9.3,444,69.9%,27.7,687,1.11,0.39,0.28,0.1,208,8,31,27.6%,6.9%,1,5
1351,Wizer,KR,35,60%,3.0,2.9,2.9,5.9,8.0,390,56.6%,23.4,584,1.14,0.41,0.22,0.2,-180,-4,-246,22.9%,11.4%,0,9
1352,Wonka,TR,26,61.5%,4.4,2.6,2.7,9.3,5.7,348,80.1%,16.2,380,1.41,0.34,0.34,0.3,34,-4,-97,50%,0%,0,5
1353,Woodon,KR,16,43.8%,2.0,2.6,3.1,3.6,7.9,382,37.1%,21.5,485,0.8,0.3,0.13,0.06,119,9,230,18.8%,6.3%,0,18
1354,Woody,TW,39,71.8%,7.4,0.9,1.7,11.8,1.5,277,77.4%,8.2,219,3.48,1.89,0.44,0.44,5,-13,79,25.6%,17.9%,0,-
1355,Woolite,PL,25,60%,3.8,4.4,3.0,7.0,7.9,420,73.5%,28.1,725,1.38,0.51,0.32,0.12,-383,-18,-387,20%,8%,0,5
1356,Worst,PT,22,72.7%,5.1,3.9,2.1,6.8,8.5,420,66.1%,24.1,572,0.83,0.36,0.16,0.08,-19,7,331,31.8%,4.5%,0,2
1357,Wrongo,FR,14,50%,3.3,0.6,3.2,10.1,1.2,251,68.4%,6.9,185,3.26,1.59,0.35,0.39,64,7,55,28.6%,14.3%,0,-
1358,Wufo,SA,18,50%,2.5,2.6,3.6,6.1,8.0,390,48.6%,25.4,666,0.7,0.27,0.13,0.01,56,0,-27,16.7%,11.1%,0,11
1359,Wuis,PT,10,70%,3.1,1.3,3.8,10.5,0.9,254,64.6%,7.3,159,2.8,1.39,0.23,0.38,-436,-2,-554,40%,40%,0,-
1360,Wuming,CN,3,0%,0.9,1.3,3.7,2.0,8.8,364,57.1%,27.8,390,-,-,-,-,-,-,-,-,-,-,-
1361,Wunder,DK,31,45.2%,3.0,1.9,2.4,5.4,8.1,380,59.9%,23.4,479,0.99,0.44,0.15,0.1,-238,-2,-122,3.2%,12.9%,0,3
1362,XBY,CN,2,0%,1.2,1.5,5.0,4.5,4.9,315,78.4%,15.7,307,-,-,-,-,-,-,-,-,-,-,-
1363,XERSUS7,FR,21,42.9%,2.7,1.0,4.4,10.9,1.0,261,74.4%,7.4,166,2.89,1.42,0.26,0.37,-175,-5,-25,38.1%,4.8%,0,-
1364,XUN,CN,54,83.3%,5.5,3.4,2.0,7.7,6.3,375,65.6%,13.3,347,-,-,-,-,-,-,-,-,-,-,-
1365,Xagog,DE,27,63%,3.0,3.0,3.9,8.6,5.5,357,66.9%,15.8,401,1.42,0.29,0.32,0.24,147,-1,-51,25.9%,14.8%,0,5
1366,Xeltop,FR,18,16.7%,2.3,2.8,2.7,3.4,8.5,389,54.2%,23.3,497,0.85,0.3,0.16,0.09,-24,3,-67,16.7%,11.1%,0,1
1367,Xeonerr,PL,14,28.6%,2.1,2.8,4.2,6.1,5.1,316,72.8%,13.9,318,1.35,0.28,0.4,0.26,29,-7,-395,57.1%,7.1%,0,1
1368,Xerxe,RO,26,73.1%,6.6,3.0,2.0,10.2,5.6,351,78.3%,12.6,315,1.5,0.27,0.36,0.2,260,4,305,30.8%,0%,0,1
1369,Xiamu,CN,1,0%,0.4,0.0,5.0,2.0,1.3,220,50%,6.4,101,-,-,-,-,-,-,-,-,-,-,-
1370,Xiaohao,CN,53,52.8%,3.9,2.6,2.5,7.1,5.5,332,76.9%,13.8,309,-,-,-,-,-,-,-,-,-,-,-
1371,Xiaolaohu,CN,48,56.3%,2.4,2.6,3.0,4.7,8.7,407,51.7%,22.1,524,-,-,-,-,-,-,-,-,-,-,-
1372,Xiaoxu,CN,49,32.7%,2.9,3.1,2.6,4.4,8.2,382,58.3%,23.5,502,-,-,-,-,-,-,-,-,-,-,-
1373,Xico,PT,31,54.8%,4.5,4.8,3.0,8.6,8.6,428,79.7%,29.2,736,1.27,0.54,0.22,0.21,-196,-1,-108,22.6%,9.7%,0,6
1374,Xicor,TN,18,50%,4.9,6.4,2.2,4.3,9.9,492,73.6%,29.9,718,1.42,0.43,0.4,0.11,146,6,380,16.7%,0%,1,3
1375,XnS,TR,13,30.8%,3.2,3.4,3.2,7.0,6.8,378,71%,23.9,575,1.38,0.31,0.34,0.17,362,15,457,46.2%,15.4%,0,3
1376,XoNix,UA,18,44.4%,4.5,4.2,2.3,6.3,8.9,434,67.2%,30.0,751,1.02,0.42,0.2,0.14,85,8,-7,33.3%,0%,0,2
1377,Xoska,BR,18,38.9%,2.5,2.4,3.3,6.1,8.2,380,59.8%,20.9,468,1.13,0.49,0.18,0.19,-149,-5,-202,11.1%,11.1%,0,1
1378,Xpert,PT,14,7.1%,1.6,0.5,4.5,6.8,1.0,236,70.2%,6.8,152,3.06,1.38,0.37,0.37,-134,-13,-339,21.4%,0%,0,-
1379,XuHao,VN,6,50%,1.9,0.5,3.8,6.7,2.8,263,52.8%,7.8,190,2.68,1.44,0.37,0.32,210,30,525,33.3%,0%,0,-
1380,YEG7,TR,18,38.9%,2.0,3.4,3.3,3.2,8.7,413,40.3%,26.0,590,0.64,0.28,0.06,0.02,455,15,744,38.9%,16.7%,0,24
1381,YSKM,HK,42,52.4%,2.5,2.1,2.6,4.3,8.2,372,46%,19.7,454,-,-,-,-,-,-,-,-,-,-,-
1382,Yagao,CN,65,61.5%,4.5,3.1,2.1,6.4,8.3,399,69.4%,24.6,569,-,-,-,-,-,-,-,-,-,-,-
1383,Yakkey,RO,22,45.5%,4.4,5.1,2.4,5.4,9.1,441,67.6%,29.4,660,1.13,0.37,0.32,0.09,215,13,81,18.2%,4.5%,0,7
1384,Yampi,BR,18,16.7%,2.0,1.3,3.9,6.4,5.1,297,66.2%,12.8,290,1.38,0.33,0.32,0.26,-294,-6,-200,11.1%,11.1%,0,2
1385,Yanjee,PT,10,30%,2.4,3.5,5.4,9.4,5.7,344,77.4%,16.6,455,1.35,0.38,0.33,0.19,-258,-5,-275,40%,0%,0,-
1386,Yashiro,LT,29,65.5%,4.5,6.9,2.8,5.8,8.1,472,63.8%,24.8,693,1,0.39,0.22,0.09,330,-2,76,34.5%,6.9%,0,9
1387,Yeon,US,33,63.6%,5.5,5.3,2.2,6.5,8.6,431,74.4%,28.2,740,1.23,0.45,0.35,0.19,231,13,358,24.2%,9.1%,1,4
1388,Yerikan,CO,26,19.2%,2.2,0.6,2.5,5.0,1.4,237,59.9%,8.8,173,3.09,1.73,0.33,0.35,-99,0,-33,23.1%,3.8%,0,2
1389,Yeti,PL,32,53.1%,3.0,3.1,2.9,5.8,7.8,383,56.1%,25.5,579,0.96,0.42,0.16,0.17,138,-1,39,15.6%,12.5%,0,21
1390,Yike,SE,42,78.6%,5.3,3.5,2.5,9.7,5.9,373,77.7%,14.7,363,1.41,0.35,0.29,0.26,127,2,127,33.3%,4.8%,1,4
1391,YoOlek,,3,33.3%,0.9,0.7,4.7,3.3,8.3,373,22.7%,12.3,300,1.05,0.45,0.11,0.15,-575,-3,-1073,0%,0%,0,-
1392,Yohan1,KR,23,69.6%,4.9,4.3,2.7,9.1,6.4,385,76.9%,16.1,407,1.36,0.32,0.31,0.3,197,-2,-55,69.6%,17.4%,0,4
1393,Yoshino,VN,19,36.8%,2.4,2.8,3.0,4.3,7.8,378,53.2%,23.1,534,0.95,0.36,0.21,0.14,-36,-3,65,10.5%,0%,0,6
1394,Youca,DE,2,50%,2.8,2.5,3.0,6.0,8.0,388,43.6%,20.7,545,0.96,0.47,0.05,0.2,-178,2,155,0%,0%,0,2
1395,Youdang,CN,2,0%,1.9,2.0,3.5,4.5,5.6,329,71.2%,13.6,322,-,-,-,-,-,-,-,-,-,-,-
1396,Young,US,32,46.9%,3.6,3.8,2.7,6.1,8.2,400,68.3%,25.2,630,0.97,0.38,0.14,0.16,-213,-6,-124,28.1%,9.4%,0,7
