,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
586,Jiwoo,KR,45,31.1%,2.8,3.7,2.4,3.0,9.3,421,66.6%,30.8,668,1.5,0.53,0.47,0.13,-101,-0,10,17.8%,4.4%,0,2
587,JoJo,BR,29,62.1%,4.9,0.7,2.5,11.7,1.1,250,79.3%,8.4,192,3.38,1.79,0.37,0.49,100,-3,244,34.5%,17.2%,0,-
588,Joao,PT,14,21.4%,2.1,1.0,4.5,8.5,1.0,249,75.8%,9.7,190,2.74,1.32,0.31,0.23,-30,-2,128,28.6%,14.3%,0,1
589,Jocke,RS,14,7.1%,1.7,2.6,3.4,3.0,7.6,375,69.6%,26.1,524,0.73,0.23,0.19,0.06,-206,-11,-438,14.3%,21.4%,0,1
590,Joexy,TR,22,59.1%,2.5,0.5,4.0,9.8,1.3,249,64.4%,7.8,183,3.01,1.6,0.34,0.36,-363,-17,-340,18.2%,18.2%,0,1
591,JohnArnau,ES,14,14.3%,1.4,1.7,4.2,4.3,7.5,364,62%,29.6,561,0.73,0.27,0.1,0.07,-180,-2,-166,42.9%,14.3%,0,4
592,Johnmofo,GR,14,28.6%,3.0,2.4,2.9,6.0,7.5,358,53.1%,18.3,477,0.97,0.43,0.13,0.13,-480,-13,-57,0%,0%,0,5
593,Jool,KR,20,15%,1.6,2.8,3.6,3.0,8.7,396,67.3%,28.9,566,1.1,0.5,0.2,0.23,-446,-7,-359,10%,5%,0,12
594,Jopa,HR,24,54.2%,4.9,4.2,2.1,6.1,8.9,426,75.6%,28.7,666,1.13,0.43,0.28,0.12,168,8,155,41.7%,8.3%,0,-
595,Josedeodo,AR,37,86.5%,9.4,2.7,1.4,10.3,5.9,361,70.9%,12.0,317,1.74,0.39,0.44,0.31,198,6,196,27%,0%,1,2
596,Juhan,KR,22,68.2%,3.3,3.5,3.7,8.6,5.8,356,70.4%,16.0,414,1.69,0.42,0.43,0.36,220,5,172,50%,9.1%,0,3
597,Jujutw0,FR,25,56%,5.8,4.6,1.9,6.4,8.5,424,73.8%,27.8,706,1.05,0.46,0.25,0.09,217,3,61,32%,8%,0,1
598,Julbu,DK,14,50%,3.3,2.7,3.3,8.1,5.5,333,74.1%,13.3,331,1.3,0.34,0.32,0.27,-49,2,-113,35.7%,0%,0,2
599,Juliera,BR,18,38.9%,4.2,3.8,2.4,6.3,8.3,415,79.6%,29.9,679,1.52,0.57,0.35,0.1,256,-7,-89,44.4%,0%,0,5
600,Jun,KR,51,56.9%,3.4,0.9,3.6,11.3,1.2,262,73.1%,8.1,207,3.62,1.99,0.41,0.5,46,-2,230,35.3%,5.9%,0,4
601,JunJia,TW,39,71.8%,4.9,3.4,2.4,8.2,6.3,368,72.2%,16.1,418,1.61,0.35,0.42,0.32,414,7,316,33.3%,5.1%,0,6
602,Juzu,TR,22,59.1%,2.7,3.0,3.2,5.8,8.0,394,55.4%,24.1,623,0.9,0.35,0.16,0.1,-330,-7,-200,13.6%,13.6%,0,2
603,Jwei,CN,42,26.2%,2.5,0.5,3.0,7.0,1.7,249,76.7%,9.2,196,-,-,-,-,-,-,-,-,-,-,-
604,K1ller,VN,4,0%,2.1,3.5,4.3,5.3,8.9,416,57%,30.0,749,0.84,0.25,0.29,0.1,-825,-5,-660,25%,25%,0,-
605,KARIMKT,FR,25,60%,4.6,3.4,3.2,11.1,5.5,358,65.4%,12.5,370,1.4,0.45,0.23,0.36,265,1,195,48%,4%,0,3
606,KERUSHA,RU,25,56%,3.9,5.0,3.0,6.6,7.4,409,67.8%,25.3,696,1.28,0.49,0.3,0.07,-437,-13,-219,12%,12%,0,3
607,KURBAX,RS,5,0%,1.8,2.8,3.2,3.0,7.6,366,58.6%,23.7,522,0.71,0.29,0.13,0.07,-779,-14,-283,0%,20%,0,-
608,KaSing,GB,23,69.6%,5.4,0.4,2.3,12.2,1.4,261,65.7%,6.8,164,2.96,1.4,0.36,0.33,134,5,175,26.1%,4.3%,0,-
609,Kaabs,DK,7,42.9%,1.8,2.4,3.4,3.9,8.4,388,56.5%,27.0,583,0.88,0.34,0.25,0.03,-1108,-13,-417,14.3%,14.3%,0,1
610,Kaba47,GR,7,28.6%,1.8,2.9,3.9,4.1,8.2,405,74.8%,26.8,592,0.84,0.33,0.24,0.03,-467,-6,-323,28.6%,28.6%,0,-
611,Kabbie,KR,26,42.3%,3.6,0.7,3.0,10.0,1.5,246,73.9%,9.4,197,3.89,2.38,0.44,0.55,56,3,-166,23.1%,11.5%,0,-
612,Kackos,PL,21,61.9%,3.0,3.6,3.0,5.4,7.8,386,55.5%,24.0,637,0.87,0.38,0.1,0.08,-232,-3,-258,14.3%,14.3%,0,9
613,Kael,KR,44,43.2%,4.3,0.9,2.4,9.3,1.9,258,75.6%,7.5,175,-,-,-,-,-,-,-,-,-,-,-
614,Kaii1,ES,13,38.5%,3.3,3.6,2.8,5.5,8.3,405,56.7%,29.2,610,1.15,0.4,0.29,0.08,66,0,-84,23.1%,15.4%,0,2
615,Kairi,VN,25,56%,3.9,0.8,2.7,9.7,1.4,255,66.7%,7.1,175,3.8,1.95,0.63,0.43,-217,2,-303,32%,12%,0,1
616,Kaiser,DE,14,35.7%,3.9,0.5,2.6,9.6,1.3,250,83.3%,10.6,225,3.6,2.04,0.43,0.49,64,5,419,42.9%,0%,0,-
617,Kaiwing,HK,44,59.1%,4.3,0.8,2.5,9.8,2.4,275,70.3%,7.5,184,2.88,1.52,0.45,0.41,184,4,207,38.6%,4.5%,0,1
618,Kakkun,JP,27,33.3%,2.7,3.3,3.3,5.7,8.2,390,66.8%,30.4,652,0.91,0.34,0.19,0.17,-239,-6,-232,7.4%,7.4%,0,4
619,KalenBoss,PL,13,30.8%,2.1,2.7,4.5,6.8,6.1,343,70.7%,18.7,408,1.14,0.22,0.28,0.17,27,-6,-237,38.5%,0%,0,-
620,Kamiloo,FR,27,74.1%,4.7,5.5,3.1,9.3,8.4,447,66.6%,26.9,829,1.18,0.45,0.19,0.22,291,4,186,14.8%,7.4%,0,24
621,Kamyta,PT,14,28.6%,3.4,0.4,2.5,8.1,1.2,234,71.7%,6.7,159,2.88,1.57,0.34,0.39,-201,-6,-412,14.3%,7.1%,0,-
622,Kanavi,KR,54,63%,4.0,3.1,2.6,7.3,6.6,367,75.1%,16.1,376,-,-,-,-,-,-,-,-,-,-,-
623,Kangin,KR,48,45.8%,3.1,3.0,2.4,4.5,8.8,403,54.4%,24.3,517,0.99,0.31,0.21,0.15,29,4,-26,14.6%,14.6%,0,18
624,Kania,KR,45,46.7%,3.0,2.2,3.1,7.1,5.4,325,69.6%,11.1,264,1.59,0.51,0.35,0.44,-15,2,70,24.4%,8.9%,0,2
625,Kaori,TR,22,68.2%,4.9,6.5,2.5,6.0,8.1,449,76%,28.4,732,1.49,0.61,0.38,0.14,50,-6,-98,31.8%,4.5%,1,1
626,Karis,KR,40,20%,2.2,2.0,2.9,4.3,9.0,386,67.5%,26.1,529,1.05,0.33,0.28,0.21,-272,-1,-114,12.5%,12.5%,0,4
627,Karsa,TW,32,65.6%,4.3,2.0,2.3,7.9,6.1,342,74.5%,12.9,314,1.76,0.48,0.42,0.36,-44,2,11,37.5%,15.6%,0,-
628,Kati,VN,35,57.1%,4.0,4.3,2.7,6.5,9.4,441,65.9%,28.4,723,1.47,0.49,0.39,0.26,268,8,211,17.1%,17.1%,0,13
629,Katquese,PT,12,25%,2.5,2.8,3.2,5.3,7.7,366,57.8%,26.1,572,0.86,0.38,0.17,0.07,-264,-6,-287,16.7%,16.7%,0,-
630,Katsurii,AU,14,21.4%,3.9,4.0,2.1,4.1,9.2,426,58.6%,28.1,627,1.11,0.41,0.28,0.11,415,14,57,7.1%,7.1%,0,3
631,Kayleqlated,DE,18,11.1%,1.3,2.4,3.9,2.6,8.0,382,46.9%,26.8,593,0.58,0.21,0.13,0.03,-313,-6,-424,22.2%,11.1%,0,12
632,Kaymin,DE,18,0%,1.3,1.9,4.8,4.4,7.8,360,60.5%,25.1,551,0.82,0.41,0.15,0.15,-812,-14,-668,5.6%,22.2%,0,1
633,Kaze,AR,39,53.8%,3.2,4.5,3.7,7.1,7.7,398,66.7%,27.3,690,1.1,0.44,0.21,0.14,-15,-2,-82,35.9%,15.4%,0,9
634,Kazmma,TW,22,22.7%,2.0,2.3,4.4,6.5,5.5,317,73.3%,12.4,273,1.3,0.37,0.32,0.3,-452,-5,-265,22.7%,0%,0,2
635,Keduii,DE,25,76%,7.4,5.1,1.6,7.0,9.9,469,72.9%,27.5,715,1.35,0.41,0.37,0.1,294,6,248,28%,16%,1,6
636,Keel,US,34,41.2%,4.1,2.5,2.8,8.9,5.8,342,77.4%,13.4,331,1.32,0.33,0.26,0.19,83,2,168,35.3%,17.6%,0,8
637,Kehvo,FI,30,56.7%,4.7,4.8,2.5,6.8,8.4,425,72.6%,29.9,722,0.89,0.36,0.2,0.06,160,6,216,16.7%,3.3%,0,4
638,Kektz,SI,18,55.6%,2.5,2.4,2.9,5.0,8.1,384,52.4%,26.2,631,0.76,0.35,0.1,0.05,-100,7,-6,0%,22.2%,0,6
639,Kellin,KR,55,47.3%,3.8,0.7,2.4,8.3,1.6,255,72.2%,9.3,199,3.39,1.88,0.42,0.43,-1,-3,-199,34.5%,7.3%,0,-
640,Kenal,RU,22,50%,2.7,4.8,3.5,4.6,8.2,421,70%,27.9,642,0.95,0.44,0.23,0.08,181,11,34,27.3%,9.1%,0,3
641,Kenvi,PH,28,60.7%,3.4,3.9,3.5,7.8,6.5,375,72.6%,16.4,431,1.53,0.37,0.43,0.26,250,3,63,42.9%,10.7%,0,8
642,Kepler,CN,15,53.3%,2.7,4.0,3.3,4.7,8.2,420,60%,28.2,709,-,-,-,-,-,-,-,-,-,-,-
643,Keria,KR,55,72.7%,5.1,1.5,2.1,9.4,2.8,301,70%,12.5,325,2.89,1.62,0.35,0.44,553,23,718,23.6%,7.3%,0,6
644,Kiari,BR,18,38.9%,2.1,2.5,3.1,4.1,8.0,392,52.3%,24.3,513,1.03,0.38,0.2,0.16,-83,-1,67,11.1%,11.1%,0,4
645,Kiaya,VN,40,72.5%,3.9,4.5,2.9,6.7,8.4,429,61.7%,26.9,709,1.19,0.5,0.22,0.21,478,6,236,17.5%,10%,0,25
646,Kibah,DK,19,47.4%,2.4,0.8,4.3,9.3,1.1,249,68.9%,9.7,206,3.27,1.76,0.43,0.32,-212,-10,-433,47.4%,10.5%,0,1
647,Kick,BR,18,38.9%,2.8,1.3,3.6,8.7,1.7,265,79.1%,9.4,204,2.81,1.34,0.35,0.34,195,11,163,50%,5.6%,0,-
648,Kiefer,CL,28,17.9%,2.3,2.6,2.5,3.2,8.6,387,67.1%,28.4,562,1.14,0.42,0.26,0.16,-20,-2,-25,14.3%,7.1%,0,-
649,Kiin,KR,53,81.1%,4.4,3.1,2.0,5.5,8.2,406,58.5%,22.2,549,1.22,0.41,0.24,0.19,339,9,171,20.8%,13.2%,0,17
650,Kikis,PL,21,66.7%,4.9,2.5,2.1,7.7,6.5,354,70.7%,13.6,312,1.39,0.29,0.33,0.13,157,5,345,23.8%,14.3%,0,1
651,Killerqueen,VN,6,16.7%,1.4,1.7,4.5,4.8,5.5,307,56.4%,16.2,288,1.54,0.55,0.38,0.38,-146,-5,-254,0%,0%,0,1
652,Kim Down,KR,34,41.2%,3.0,0.6,3.4,9.4,1.6,248,67.7%,6.3,153,3.27,1.87,0.36,0.5,-46,7,48,26.5%,11.8%,0,-
653,KinGi,AR,15,66.7%,3.2,2.5,3.0,7.1,5.5,345,63.2%,14.1,330,1.42,0.39,0.3,0.28,-25,-0,23,33.3%,6.7%,0,3
654,Kina,BR,21,42.9%,3.4,3.4,2.6,5.6,8.7,411,63.2%,27.6,684,0.96,0.35,0.17,0.08,-93,0,108,9.5%,0%,0,8
655,Kinatu,JP,27,33.3%,2.7,2.7,2.6,4.3,8.0,378,50.9%,20.4,445,0.94,0.36,0.14,0.18,-296,-4,94,3.7%,18.5%,0,5
656,Kingston,TR,2,0%,1.1,2.0,6.0,4.5,5.2,319,59.8%,10.4,169,1.09,0.33,0.28,0.26,-1154,-8,-388,0%,50%,0,-
657,Kio,SK,25,48%,4.0,3.2,2.2,5.7,8.2,410,51.1%,23.1,569,1.07,0.42,0.17,0.19,542,10,414,16%,16%,0,9
658,Kira,,4,25%,1.6,3.8,3.5,2.0,8.0,405,48.7%,13.9,447,1.01,0.13,0.28,0.11,201,24,646,0%,0%,0,1
659,Kireas,TR,23,56.5%,4.3,3.5,2.5,7.4,5.6,351,70.5%,14.2,321,1.51,0.42,0.36,0.38,66,-2,76,39.1%,13%,0,6
660,Kisee,AU,27,66.7%,3.7,4.3,2.9,6.3,9.2,451,62.5%,24.2,682,1,0.39,0.22,0.06,103,10,36,7.4%,11.1%,0,8
661,Kisno,US,21,28.6%,1.8,2.5,4.3,5.4,5.4,332,69.4%,14.5,349,1.15,0.23,0.32,0.19,-108,-5,-265,9.5%,9.5%,0,2
662,Kituruken,TR,13,61.5%,2.4,2.5,4.2,7.3,6.0,348,64.6%,13.0,341,1.26,0.29,0.26,0.27,133,11,392,23.1%,23.1%,0,1
663,KlownZ,JO,28,78.6%,3.2,1.5,3.7,10.4,1.2,266,64.9%,6.3,171,3.04,1.41,0.45,0.32,-189,-6,-101,28.6%,17.9%,0,-
664,Kneza,CZ,22,50%,3.0,2.8,2.8,5.6,8.5,409,65.9%,27.9,608,1.49,0.49,0.38,0.11,47,-5,22,36.4%,13.6%,0,-
665,Knight,CN,54,83.3%,6.2,4.8,1.9,7.0,8.7,435,68%,27.4,706,-,-,-,-,-,-,-,-,-,-,-
666,Knighter,DK,26,73.1%,5.8,5.4,2.3,7.7,9.2,459,67.1%,28.3,755,0.94,0.35,0.16,0.14,342,6,98,7.7%,7.7%,0,4
667,Kofte,TR,27,74.1%,7.0,4.4,1.7,7.5,9.3,452,69.8%,25.8,725,1.09,0.44,0.14,0.17,457,12,302,22.2%,3.7%,0,8
668,Kojima,BR,18,38.9%,3.3,2.8,2.3,4.8,8.5,400,63.8%,25.6,557,1.32,0.48,0.42,0.18,-246,2,-39,27.8%,0%,0,-
669,Kokos,PL,14,57.1%,3.4,4.0,3.7,8.8,6.6,377,66.9%,17.2,462,1.04,0.17,0.21,0.16,150,7,289,28.6%,14.3%,0,6
670,Koldo,ES,22,50%,2.8,2.1,3.5,7.8,5.1,326,72%,12.8,289,1.37,0.4,0.27,0.27,36,-3,-16,36.4%,4.5%,0,5
671,Kolios,FR,14,21.4%,1.8,0.5,4.7,7.9,1.5,235,76.2%,9.1,184,2.63,1.33,0.31,0.37,-399,2,-217,14.3%,14.3%,0,-
672,Kongyue,TW,6,33.3%,3.3,1.8,2.8,7.5,6.0,330,78.3%,11.0,215,1.66,0.37,0.38,0.38,-400,1,-282,16.7%,16.7%,0,-
673,Kozi,PL,22,59.1%,2.8,3.5,2.8,4.3,7.9,405,56.5%,26.6,618,0.93,0.39,0.11,0.11,296,3,212,31.8%,18.2%,0,9
674,Krastyel,BR,22,72.7%,5.1,1.1,2.4,11.3,1.3,274,73.9%,10.8,259,3.48,1.76,0.44,0.46,146,1,347,31.8%,4.5%,0,-
675,Kratos,VN,25,56%,3.0,3.2,2.6,4.8,8.4,404,50.6%,22.2,545,0.9,0.32,0.16,0.16,-98,6,94,8%,4%,0,16
676,Krims0n,FR,21,42.9%,2.8,3.4,4.1,8.1,5.5,348,72.4%,15.0,350,1.21,0.23,0.29,0.16,25,-4,-56,47.6%,9.5%,0,4
677,Krysia,PL,13,38.5%,3.6,3.2,2.9,7.2,6.0,347,78.4%,18.1,400,1.41,0.47,0.27,0.26,377,5,212,38.5%,23.1%,0,2
678,Kryze,SE,18,44.4%,2.6,2.8,2.8,4.5,7.8,389,48.7%,21.3,506,0.87,0.36,0.14,0.09,84,-3,29,33.3%,11.1%,0,6
679,Kulvas,CZ,10,40%,3.2,2.4,2.3,4.9,7.5,357,51.4%,19.1,478,0.68,0.27,0.09,0.1,-463,-14,-322,0%,0%,0,2
680,Kurak,AU,16,43.8%,2.8,1.4,3.6,8.4,1.2,261,66.1%,13.4,313,3.27,1.58,0.48,0.29,-54,-7,-134,25%,0%,0,3
681,Kuri,KR,35,60%,5.0,0.8,2.4,11.0,1.3,255,76.4%,9.0,217,3.73,2.14,0.43,0.44,28,1,189,34.3%,8.6%,0,-
682,Kuroneel,FR,20,45%,2.9,3.7,3.6,6.8,7.7,398,63%,29.1,705,0.87,0.28,0.15,0.07,-308,-4,-22,10%,10%,0,13
683,Kyeahoo,KR,50,46%,3.9,3.0,2.2,5.6,8.9,406,69.5%,28.4,633,1.16,0.42,0.24,0.2,-14,-0,-67,14%,14%,0,13
684,Kyu,,2,0%,0.3,0.0,7.0,2.0,0.9,202,38.1%,9.1,149,2.32,1.25,0.21,0.31,-718,-11,-630,0%,50%,0,-
685,Kz,CL,19,15.8%,2.2,2.8,3.1,3.9,7.7,367,71.7%,26.6,550,1.25,0.42,0.38,0.11,-681,-14,-401,36.8%,21.1%,0,2
686,LP,CN,2,0%,0.9,1.0,4.0,2.5,8.5,364,60%,23.9,433,-,-,-,-,-,-,-,-,-,-,-
687,LVS,TR,13,15.4%,1.2,1.8,3.7,2.5,8.1,368,43.4%,25.4,492,0.71,0.38,0.09,0.09,-299,-4,-396,15.4%,0%,0,4
688,LaMelo,TR,2,50%,3.4,4.0,3.5,8.0,5.5,338,78.9%,16.6,352,1.37,0.31,0.26,0.28,270,10,2,50%,0%,0,-
689,Labrov,GR,44,56.8%,2.9,0.7,3.6,9.8,1.1,257,71.4%,8.2,168,3.98,2.07,0.53,0.47,-58,-4,-189,31.8%,22.7%,0,1
690,Lac,AR,14,57.1%,4.1,4.6,2.6,6.3,8.7,425,68.3%,26.0,653,1.08,0.43,0.29,0.18,-170,7,392,7.1%,0%,0,1
691,Lancer,KR,44,50%,2.2,2.4,2.9,4.0,8.6,410,52.2%,23.3,562,1.15,0.44,0.19,0.26,201,3,90,9.1%,15.9%,0,15
692,Larssen,SE,19,26.3%,3.4,2.7,2.0,4.2,9.0,409,76.1%,29.6,603,0.87,0.38,0.17,0.08,181,-0,118,31.6%,10.5%,0,3
693,Lauva,TW,18,50%,3.3,2.1,3.1,8.1,5.5,328,65.2%,11.0,271,1.35,0.37,0.29,0.27,-124,-5,-250,38.9%,5.6%,0,1
694,Lauxio,SI,28,75%,4.9,1.0,2.7,12.1,1.3,269,71.1%,7.8,207,3.12,1.53,0.38,0.29,161,1,202,32.1%,10.7%,0,-
695,Lava,KR,41,70.7%,4.8,4.1,2.4,7.3,8.9,435,68.1%,27.0,752,1.37,0.52,0.3,0.24,274,6,360,17.1%,14.6%,0,9
696,LeBron,BG,18,50%,3.5,4.2,3.1,6.7,6.3,376,73.7%,17.8,411,1.54,0.29,0.42,0.23,538,6,253,38.9%,27.8%,0,3
697,Leandrinn,BR,21,42.9%,2.1,4.5,4.6,5.0,8.2,421,65.1%,25.4,639,0.85,0.3,0.21,0.05,31,7,138,19%,28.6%,0,3
698,Leave,CN,10,10%,1.5,2.4,4.2,3.9,8.8,387,57.7%,23.6,516,-,-,-,-,-,-,-,-,-,-,-
699,LeeSA,CN,14,21.4%,2.5,2.9,3.4,5.4,5.7,333,68.3%,13.1,284,1.27,0.3,0.31,0.22,-514,-8,-617,7.1%,7.1%,0,-
700,Legolas,ES,17,23.5%,3.1,5.1,3.6,6.1,8.0,424,76.2%,29.9,726,1.12,0.42,0.27,0.1,-93,-9,-158,23.5%,23.5%,0,5
701,Lehends,KR,53,81.1%,5.1,0.8,2.1,10.1,1.7,273,73%,7.8,194,3.33,1.89,0.39,0.55,87,7,25,22.6%,22.6%,0,3
702,Lekcyc,RU,18,38.9%,2.4,1.3,4.3,8.9,1.6,256,72.8%,7.0,161,3.26,1.78,0.37,0.38,217,12,240,27.8%,16.7%,0,-
703,Leks,TR,13,30.8%,2.3,3.0,3.5,5.2,7.6,378,52.1%,23.3,548,0.93,0.4,0.09,0.13,-143,2,-72,30.8%,7.7%,0,5
704,Lelecha,CN,3,33.3%,2.4,3.0,2.3,2.7,7.2,358,45.4%,16.8,330,-,-,-,-,-,-,-,-,-,-,-
705,Leleko,BR,32,62.5%,5.6,3.2,2.1,8.4,8.7,408,70.2%,26.3,645,1.17,0.43,0.27,0.17,-39,6,100,3.1%,3.1%,0,6
706,Lellis,BR,15,0%,0.8,2.2,4.1,1.2,7.6,347,48.5%,24.7,496,1.02,0.38,0.16,0.16,-420,-9,-383,6.7%,20%,0,9
707,Lenom,TR,14,0%,1.5,1.9,2.7,2.1,8.5,357,51.8%,23.3,418,0.61,0.31,0.07,0.04,-401,-6,-308,7.1%,7.1%,0,2
708,Lens,TR,32,50%,3.8,4.0,2.4,5.0,8.7,415,59.7%,22.7,535,1.04,0.35,0.3,0.07,186,11,390,9.4%,0%,0,6
709,Leny,FR,17,47.1%,2.4,4.1,3.3,3.9,8.0,397,50.4%,24.6,579,0.89,0.36,0.16,0.04,452,5,308,17.6%,11.8%,0,15
710,Leo,KR,32,62.5%,7.2,4.9,1.8,7.9,8.2,443,71.8%,25.6,650,1.86,0.68,0.4,0.2,169,-10,-114,25%,3.1%,1,-
711,LeoLeCargo,FR,14,21.4%,1.9,0.4,4.9,8.7,1.1,231,78.7%,9.0,170,2.81,1.58,0.31,0.5,-304,-0,-83,28.6%,14.3%,0,-
712,Leon,DE,18,27.8%,2.2,0.4,4.3,9.1,1.0,241,70.6%,6.9,159,3.12,1.65,0.33,0.39,-81,-2,-164,38.9%,5.6%,0,-
713,Lesranct,TR,12,16.7%,2.5,2.8,3.7,6.5,6.4,357,75.3%,15.8,349,1.15,0.3,0.24,0.21,216,10,230,33.3%,8.3%,0,1
714,Levi,VN,40,72.5%,5.1,2.8,2.7,10.7,5.8,354,74.7%,13.1,350,1.61,0.43,0.41,0.31,-52,-1,-87,37.5%,7.5%,0,3
715,Levizin,BR,21,42.9%,2.8,1.8,3.8,8.8,4.6,313,75%,11.9,290,1.23,0.28,0.28,0.17,-276,-8,-214,33.3%,9.5%,0,1
716,Leyan,CN,30,43.3%,3.6,2.9,2.3,5.3,7.3,374,70.2%,19.2,445,-,-,-,-,-,-,-,-,-,-,-
717,Liam Cole,DK,8,12.5%,2.4,3.5,3.8,5.6,7.8,385,67.4%,24.9,523,0.76,0.36,0.13,0.09,-743,-10,-518,12.5%,0%,0,-
718,Libra,TR,14,28.6%,2.0,3.1,3.6,4.2,7.7,400,62.7%,29.8,657,0.9,0.38,0.13,0.12,466,6,421,35.7%,0%,0,8
719,Life,KR,48,56.3%,3.4,1.1,2.9,8.9,2.2,277,73.1%,12.8,303,-,-,-,-,-,-,-,-,-,-,-
720,Light,CN,55,50.9%,4.5,4.1,1.8,3.8,9.5,445,63.4%,25.4,576,-,-,-,-,-,-,-,-,-,-,-
721,Likai,TW,27,48.1%,3.2,3.6,2.5,4.5,8.5,416,54.8%,24.9,575,0.99,0.47,0.14,0.24,14,-1,-130,25.9%,11.1%,0,13
722,Lilipp,DE,35,65.7%,2.5,1.1,4.5,10.1,1.8,279,70%,10.1,263,3.76,1.9,0.55,0.53,-12,-1,13,45.7%,17.1%,0,1
723,Limit,HR,27,63%,3.4,1.4,4.1,12.6,1.5,279,74.8%,8.7,222,3.23,1.62,0.37,0.37,193,9,328,14.8%,22.2%,0,1
724,Linfeng,CN,3,33.3%,2.0,1.7,3.3,5.0,7.5,338,39.9%,15.3,374,-,-,-,-,-,-,-,-,-,-,-
725,Loading,TR,10,70%,3.1,2.1,2.3,5.1,7.1,356,57.7%,20.8,408,1.04,0.43,0.12,0.14,-194,-7,-102,20%,0%,0,5
726,Loki,KR,53,58.5%,5.7,3.2,1.6,6.1,9.1,413,70.6%,27.0,586,1.25,0.45,0.32,0.19,-116,-5,-182,30.2%,9.4%,0,14
727,Lonely,KR,25,44%,2.8,2.4,2.4,4.4,8.1,380,55.6%,22.3,490,1.16,0.45,0.27,0.19,-219,-4,-136,12%,12%,0,9
728,Lonerr,TR,6,0%,0.6,0.5,3.7,1.7,6.7,287,29%,16.9,343,0.83,0.47,0.07,0.15,-2382,-47,-1741,16.7%,0%,0,-
729,Looca,NL,26,73.1%,4.4,4.0,2.3,6.3,7.9,410,51.6%,21.2,578,1.06,0.36,0.16,0.11,150,2,74,15.4%,11.5%,0,16
730,Loopy,KR,59,62.7%,4.1,0.7,2.6,10.0,1.7,257,74.9%,7.6,176,3.18,1.61,0.42,0.49,20,2,-124,22%,20.3%,0,3
731,Lot,TR,21,42.9%,2.6,3.0,2.9,4.2,8.2,398,57.7%,24.7,561,1.01,0.36,0.21,0.13,96,3,-246,9.5%,9.5%,0,9
732,Lotuss,RS,33,69.7%,4.3,3.4,2.8,8.7,5.9,370,74.6%,13.7,355,1.31,0.25,0.29,0.22,262,2,84,39.4%,9.1%,0,2
733,Luana,TR,23,56.5%,3.3,2.7,2.3,4.7,8.0,396,45.7%,23.4,532,0.95,0.37,0.15,0.15,-68,-3,-37,8.7%,0%,0,9
734,Lucid,KR,55,47.3%,3.5,1.7,2.4,6.8,5.5,320,69.5%,10.5,227,1.67,0.54,0.39,0.47,104,-5,-141,56.4%,5.5%,0,-
735,Lucker,PL,22,50%,4.7,4.6,2.4,6.4,8.5,432,75.5%,30.1,660,0.9,0.3,0.22,0.03,719,8,368,36.4%,9.1%,0,-
736,Lucky,CH,28,60.7%,4.9,1.4,2.8,12.3,1.4,284,75.7%,10.7,280,3.85,1.75,0.66,0.3,60,-5,-41,46.4%,7.1%,0,2
737,Luger,TR,26,61.5%,4.6,4.8,2.6,7.2,8.5,431,67.9%,26.4,638,1.03,0.33,0.3,0.1,159,19,411,7.7%,30.8%,0,4
738,Luke,DE,23,56.5%,3.7,5.0,2.8,5.3,8.9,451,58%,29.6,697,0.84,0.34,0.16,0.13,114,2,37,13%,0%,0,15
739,Lulas,PT,14,28.6%,2.2,1.4,3.9,7.4,4.5,294,72.1%,9.9,226,1.11,0.22,0.24,0.14,-444,-14,-549,35.7%,0%,0,1
740,Lunddorf,DK,10,40%,1.6,2.0,3.7,3.9,7.9,381,52.4%,20.6,440,1.02,0.37,0.15,0.09,766,15,373,40%,10%,0,7
741,Luntear,PL,4,25%,1.8,2.3,5.3,7.0,5.9,356,64.9%,29.2,531,1.19,0.56,0.2,0.05,-1828,-21,-764,0%,25%,0,1
742,Lure,KR,55,56.4%,4.4,3.5,2.1,5.8,8.1,410,71.8%,29.0,628,1.52,0.62,0.4,0.16,-368,-17,-323,20%,5.5%,0,6
743,Lurox,DE,23,60.9%,3.6,3.0,2.7,6.8,6.9,370,68.4%,15.3,361,1.33,0.27,0.28,0.23,350,18,480,52.2%,0%,0,5
744,Lwx,CN,41,39%,2.7,3.6,2.9,4.3,9.0,419,62%,28.0,606,-,-,-,-,-,-,-,-,-,-,-
745,Lykki,FR,10,20%,1.9,2.6,5.2,7.2,5.7,333,79.7%,15.1,326,0.97,0.22,0.21,0.19,-354,-18,-759,20%,0%,0,-
746,Lyncas,LT,29,65.5%,4.2,2.3,2.6,8.5,5.6,334,74.8%,12.4,284,1.36,0.37,0.28,0.27,192,4,220,34.5%,3.4%,0,2
747,Lynkez,BR,9,77.8%,4.4,3.1,2.6,8.1,9.0,417,69.1%,24.9,574,1.43,0.44,0.28,0.2,-69,2,1,22.2%,22.2%,0,-
748,Lyonz,AR,40,70%,5.0,1.2,2.5,11.2,1.5,277,75.2%,8.6,233,3.06,1.58,0.38,0.39,53,1,-145,25%,15%,0,-
